Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,01-Mar,Yes,Computer,High
Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Low
Boy,Nov-15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-Jun,Yes,Mobile,Moderate
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Low
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-Jun,No,Tab,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-Jun,Yes,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-Mar,No,Computer,Moderate
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,03-Jun,No,Mobile,Moderate
Girl,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-Jun,No,Mobile,Moderate
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Low
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,01-Mar,Yes,Computer,Moderate
Girl,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
Girl,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Girl,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Girl,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,06-Oct,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,High
Boy,Nov-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Boy,26-30,University,Non Government,Yes,Yes,High,Poor,Mobile Data,3G,01-Mar,Yes,Computer,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-Jun,Yes,Mobile,Moderate
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Low
Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Girl,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-Mar,Yes,Computer,Moderate
Girl,Nov-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Low
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,2G,03-Jun,No,Mobile,Moderate
Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,06-Oct,School,Non Government,No,Yes,Low,Rich,Wifi,4G,03-Jun,No,Mobile,High
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Girl,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Government,No,No,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Low
Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-Mar,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,01-Mar,No,Computer,Moderate
Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,03-Jun,No,Mobile,Moderate
Boy,26-30,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,Nov-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,01-Mar,Yes,Computer,High
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Low
Girl,16-20,College,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-Jun,Yes,Mobile,Moderate
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,03-Jun,No,Mobile,Moderate
Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Computer,Low
Boy,21-25,University,Government,Yes,Yes,Low,Mid,Wifi,4G,03-Jun,No,Computer,Low
Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,2G,01-Mar,No,Mobile,Low
Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-Mar,Yes,Computer,High
Girl,21-25,University,Non Government,Yes,No,High,Poor,Wifi,2G,03-Jun,Yes,Tab,Low
Girl,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-Jun,No,Computer,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,03-Jun,No,Mobile,Low
Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Boy,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Low
Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-Mar,No,Computer,High
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-Jun,Yes,Computer,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,16-20,College,Government,Yes,No,Low,Rich,Wifi,4G,0,No,Mobile,Low
Boy,26-30,University,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,Yes,Mobile,Moderate
Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,03-Jun,No,Mobile,Moderate
Girl,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,03-Jun,No,Mobile,Moderate
Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,01-May,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-Mar,Yes,Mobile,Low
Girl,21-25,University,Government,No,Yes,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-Jun,No,Tab,Moderate
Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,03-Jun,No,Mobile,Moderate
Boy,Nov-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,High
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,01-May,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Low
Girl,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-Jun,No,Computer,Moderate
Boy,21-25,University,Government,No,No,High,Mid,Wifi,4G,0,No,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,06-Oct,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,High
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,06-Oct,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,21-25,University,Government,No,Yes,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-Jun,No,Computer,High
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,High
Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-Mar,Yes,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-Jun,Yes,Mobile,Moderate
Girl,Nov-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,01-May,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-Mar,No,Computer,Low
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Boy,Nov-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,High
Boy,06-Oct,School,Non Government,No,Yes,Low,Rich,Wifi,4G,03-Jun,No,Mobile,High
Boy,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Girl,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,03-Jun,No,Mobile,Moderate
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,3G,0,Yes,Mobile,Low
Boy,Nov-15,School,Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,01-May,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,Nov-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,4G,01-Mar,No,Mobile,High
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,06-Oct,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-Mar,No,Mobile,High
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-Mar,Yes,Mobile,High
Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Girl,Nov-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Low
Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,03-Jun,Yes,Computer,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,Nov-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,High
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,Yes,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Girl,01-May,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,03-Jun,Yes,Mobile,Moderate
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,Nov-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-Mar,No,Mobile,Moderate
Boy,26-30,University,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Computer,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,21-25,University,Government,No,No,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-Mar,No,Computer,Moderate
Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,Yes,Mobile,Low
Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-Mar,Yes,Computer,Moderate
Boy,01-May,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Low
Girl,01-May,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-Jun,No,Computer,Low
Girl,06-Oct,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,High
Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Boy,26-30,University,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,Yes,Mobile,Moderate
Boy,Nov-15,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Boy,Nov-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,03-Jun,No,Mobile,Low
Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,01-Mar,Yes,Computer,High
Boy,26-30,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-Jun,No,Computer,Moderate
Boy,Nov-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-Jun,Yes,Computer,Moderate
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,03-Jun,Yes,Mobile,Low
Girl,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,03-Jun,No,Mobile,Moderate
Girl,06-Oct,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-Jun,Yes,Computer,Low
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Low
Girl,Nov-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,01-May,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-Mar,Yes,Mobile,Low
Girl,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,21-25,University,Non Government,Yes,No,High,Mid,Wifi,4G,01-Mar,Yes,Computer,Moderate
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-Jun,No,Mobile,Moderate
Girl,01-May,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,3G,01-Mar,Yes,Mobile,Moderate
Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Boy,21-25,College,Government,Yes,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-Mar,Yes,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
Girl,Nov-15,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
Girl,Nov-15,School,Non Government,No,Yes,Low,Rich,Wifi,3G,01-Mar,No,Mobile,High
Girl,26-30,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-Mar,Yes,Mobile,Moderate
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,03-Jun,Yes,Mobile,Moderate
Girl,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Girl,16-20,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,03-Jun,Yes,Mobile,Moderate
Girl,Nov-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,Nov-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,01-May,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-Jun,Yes,Mobile,Moderate
Girl,16-20,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,01-Mar,Yes,Mobile,Moderate
Girl,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,01-Mar,Yes,Computer,High
Girl,01-May,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,Nov-15,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-Mar,No,Mobile,High
Girl,16-20,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-Mar,No,Computer,Moderate
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,01-Mar,Yes,Tab,Moderate
Boy,Nov-15,School,Non Government,Yes,Yes,Low,Poor,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-Mar,Yes,Mobile,Moderate
Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-Mar,Yes,Mobile,High
Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,03-Jun,Yes,Mobile,Moderate
Girl,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
Boy,Nov-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Low
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,2G,03-Jun,No,Mobile,Moderate
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,01-Mar,Yes,Computer,Moderate
Boy,21-25,University,Government,Yes,Yes,Low,Mid,Wifi,3G,01-Mar,No,Mobile,Low
Girl,01-May,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,21-25,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,21-25,University,Government,No,No,Low,Mid,Wifi,4G,01-Mar,No,Mobile,Low
Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-Jun,No,Computer,Moderate
Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Low
Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-Mar,No,Computer,Moderate
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-Mar,No,Mobile,Moderate
Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
Girl,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-Jun,No,Mobile,High
Boy,Nov-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-Mar,No,Mobile,Moderate
Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-Jun,No,Computer,Moderate
Girl,21-25,University,Non Government,Yes,No,High,Poor,Wifi,2G,03-Jun,Yes,Tab,Low
Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-Mar,No,Mobile,Low
